hum,tem,uv,part_of_day_Afternoon,part_of_day_Evening,part_of_day_Morning,Not rush hour,Rush hour,distance_to_airport
84,32,0,0.0,0.0,1.0,0.0,1.0,2.554916365154164
76,31,0,0.0,1.0,0.0,0.0,1.0,5.227092663572568
72,31,0,0.0,1.0,0.0,0.0,1.0,3.051958568791893
74,32,0,0.0,0.0,1.0,1.0,0.0,5.1782083375614345
63,32,0,0.0,1.0,0.0,0.0,1.0,2.3833024859772145
99,29,0,0.0,0.0,1.0,0.0,1.0,4.377899555868722
66,33,0,0.0,1.0,0.0,0.0,1.0,2.3976775056805804
82,39,0,1.0,0.0,0.0,1.0,0.0,3.9315217183074265
66,36,0,1.0,0.0,0.0,1.0,0.0,4.825682946857952
57,37,0,1.0,0.0,0.0,1.0,0.0,3.0396033742305364
49,31,0,0.0,1.0,0.0,0.0,1.0,4.166467323446377
84,34,0,1.0,0.0,0.0,1.0,0.0,4.826267052092176
93,32,0,0.0,1.0,0.0,0.0,1.0,4.448479351662965
91,33,0,0.0,1.0,0.0,0.0,1.0,4.602823857364396
76,30,0,0.0,0.0,1.0,0.0,1.0,4.3610668475461205
71,33,0,0.0,0.0,1.0,0.0,1.0,4.9560504725808565
55,32,0,0.0,0.0,1.0,0.0,1.0,2.4831272991483377
76,32,0,0.0,1.0,0.0,0.0,1.0,3.3296239256304507
63,34,0,1.0,0.0,0.0,1.0,0.0,2.2088147664174818
77,30,0,0.0,0.0,1.0,0.0,1.0,4.8422296137876755
70,40,0,1.0,0.0,0.0,1.0,0.0,3.583852065287958
56,39,0,1.0,0.0,0.0,1.0,0.0,4.7839648926251845
71,35,0,1.0,0.0,0.0,1.0,0.0,2.621587269241408
86,31,0,0.0,0.0,1.0,0.0,1.0,2.681285032095802
71,31,0,0.0,1.0,0.0,0.0,1.0,3.8604378268003523
99,30,0,0.0,0.0,1.0,0.0,1.0,2.391125422241278
94,33,0,0.0,1.0,0.0,0.0,1.0,3.5093353113899046
73,30,0,0.0,1.0,0.0,0.0,1.0,4.814494903877078
66,37,0,1.0,0.0,0.0,1.0,0.0,5.04950090117264
74,32,0,0.0,1.0,0.0,0.0,1.0,4.817572983802357
55,41,0,1.0,0.0,0.0,1.0,0.0,5.161028877816385
72,32,0,0.0,1.0,0.0,0.0,1.0,3.8519108902099655
71,32,0,0.0,1.0,0.0,0.0,1.0,5.2299885199186615
70,30,0,0.0,1.0,0.0,0.0,1.0,3.781265244650951
93,31,0,0.0,1.0,0.0,0.0,1.0,5.029685528773025
81,28,0,0.0,0.0,1.0,0.0,1.0,4.87607828728019
62,35,0,1.0,0.0,0.0,1.0,0.0,4.852912577235586
74,32,0,0.0,1.0,0.0,0.0,1.0,4.700620190267267
78,36,0,1.0,0.0,0.0,1.0,0.0,2.7560136498254706
63,35,0,1.0,0.0,0.0,1.0,0.0,4.831717740563558
72,30,0,0.0,1.0,0.0,0.0,1.0,3.6103992199904003
73,38,0,1.0,0.0,0.0,1.0,0.0,3.755342768875882
71,32,0,0.0,0.0,1.0,0.0,1.0,4.807722235911926
75,32,0,0.0,0.0,1.0,0.0,1.0,4.786758444842287
73,33,0,0.0,1.0,0.0,0.0,1.0,4.604535409817534
62,39,0,1.0,0.0,0.0,1.0,0.0,3.3680343922138127
45,36,0,0.0,0.0,1.0,1.0,0.0,2.2550482042816893
99,29,0,0.0,0.0,1.0,0.0,1.0,3.75424821188178
66,31,0,0.0,0.0,1.0,0.0,1.0,2.555892353988756
93,32,0,0.0,1.0,0.0,0.0,1.0,5.156248182736048
50,30,0,0.0,1.0,0.0,0.0,1.0,3.292039048585648
92,31,0,0.0,1.0,0.0,0.0,1.0,5.1991391170098415
77,31,0,0.0,1.0,0.0,0.0,1.0,3.2503515819629465
62,32,0,0.0,1.0,0.0,0.0,1.0,2.8511580556018776
99,29,0,0.0,0.0,1.0,0.0,1.0,4.7995859603341975
90,30,0,0.0,0.0,1.0,0.0,1.0,4.565110374379543
72,30,0,0.0,1.0,0.0,0.0,1.0,3.048769141121221
72,31,0,0.0,1.0,0.0,0.0,1.0,4.528038669177071
65,32,0,0.0,0.0,1.0,0.0,1.0,2.5553301671175097
91,32,0,0.0,1.0,0.0,0.0,1.0,3.2578332272536783
99,30,0,0.0,0.0,1.0,0.0,1.0,2.263998064043357
53,42,0,1.0,0.0,0.0,1.0,0.0,2.5925333785702125
70,29,0,0.0,0.0,1.0,0.0,1.0,4.242936515875168
48,31,0,0.0,1.0,0.0,0.0,1.0,4.620110637287418
83,36,0,1.0,0.0,0.0,1.0,0.0,4.803371585840583
71,30,0,0.0,1.0,0.0,0.0,1.0,2.9620071288094785
71,32,0,0.0,1.0,0.0,0.0,1.0,3.162675621993332
78,32,0,0.0,1.0,0.0,0.0,1.0,3.3626189586246733
74,31,0,0.0,0.0,1.0,0.0,1.0,4.848419658788679
84,33,0,0.0,1.0,0.0,0.0,1.0,4.829371678418715
51,42,0,1.0,0.0,0.0,1.0,0.0,2.2521823588879717
94,30,0,0.0,0.0,1.0,0.0,1.0,4.807139602838211
97,31,0,0.0,1.0,0.0,0.0,1.0,4.659213073234341
83,38,0,1.0,0.0,0.0,1.0,0.0,3.2248628883206365
96,30,0,0.0,1.0,0.0,0.0,1.0,3.9494678193436017
63,32,0,0.0,0.0,1.0,0.0,1.0,2.554759250352105
76,39,0,1.0,0.0,0.0,1.0,0.0,2.2312268130796022
73,30,0,0.0,1.0,0.0,0.0,1.0,4.213757268725089
58,40,1,0.0,0.0,1.0,1.0,0.0,2.4119393440679895
74,32,0,0.0,1.0,0.0,0.0,1.0,4.884745459161839
72,30,0,0.0,1.0,0.0,0.0,1.0,3.0513771695990664
99,29,0,0.0,0.0,1.0,0.0,1.0,2.396085635579151
62,37,0,1.0,0.0,0.0,1.0,0.0,3.6136185023214327
77,31,0,0.0,0.0,1.0,0.0,1.0,4.767964728972164
75,36,0,1.0,0.0,0.0,1.0,0.0,4.885365845496955
78,28,0,0.0,0.0,1.0,0.0,1.0,2.422855261446028
45,32,0,0.0,1.0,0.0,0.0,1.0,3.9031376191361384
59,42,1,1.0,0.0,0.0,1.0,0.0,2.818536249990363
84,30,0,0.0,0.0,1.0,0.0,1.0,3.2484596797688754
81,33,0,0.0,1.0,0.0,0.0,1.0,3.1751853575370967
47,41,0,1.0,0.0,0.0,1.0,0.0,4.04058212241579
73,31,0,0.0,1.0,0.0,0.0,1.0,4.809862620349305
74,32,0,0.0,0.0,1.0,0.0,1.0,4.861888917960419
82,39,0,1.0,0.0,0.0,1.0,0.0,4.557644063427283
71,31,0,0.0,1.0,0.0,0.0,1.0,4.578814137156035
90,30,0,0.0,1.0,0.0,0.0,1.0,2.3941923156538056
95,32,0,0.0,1.0,0.0,0.0,1.0,5.22750262367335
97,28,0,0.0,0.0,1.0,0.0,1.0,2.24960485604468
74,30,0,0.0,0.0,1.0,0.0,1.0,3.4139219948604644
95,28,0,0.0,0.0,1.0,0.0,1.0,4.437651663287396
80,32,0,0.0,1.0,0.0,0.0,1.0,2.2694712995132416
73,30,0,0.0,1.0,0.0,0.0,1.0,4.873421805622557
79,32,0,0.0,1.0,0.0,0.0,1.0,3.8298080598076947
49,31,0,0.0,1.0,0.0,0.0,1.0,4.8151166473881455
77,34,0,0.0,0.0,1.0,1.0,0.0,2.286702296615632
91,28,0,0.0,0.0,1.0,0.0,1.0,4.805398248395967
78,31,0,0.0,1.0,0.0,0.0,1.0,3.945841422287972
78,32,0,0.0,1.0,0.0,0.0,1.0,3.9818662890169
93,31,0,0.0,1.0,0.0,0.0,1.0,3.9614412184462036
71,29,0,0.0,0.0,1.0,0.0,1.0,4.8860559654505815
69,36,0,1.0,0.0,0.0,1.0,0.0,3.0422620916528507
99,28,0,0.0,0.0,1.0,0.0,1.0,4.8514553654924635
63,32,0,0.0,1.0,0.0,0.0,1.0,2.2387942276781287
74,40,1,1.0,0.0,0.0,1.0,0.0,4.190747524182022
76,40,0,1.0,0.0,0.0,1.0,0.0,3.95384329715094
79,29,0,0.0,0.0,1.0,0.0,1.0,4.83842024032766
73,32,0,0.0,0.0,1.0,0.0,1.0,2.3146206248371497
95,30,0,0.0,1.0,0.0,0.0,1.0,5.16081030992105
84,30,0,0.0,0.0,1.0,0.0,1.0,4.186670857800669
99,30,0,0.0,0.0,1.0,0.0,1.0,3.0326488997077132
72,41,1,1.0,0.0,0.0,1.0,0.0,2.8304411587406815
58,32,0,0.0,1.0,0.0,0.0,1.0,2.430774092022418
99,28,0,0.0,0.0,1.0,0.0,1.0,3.847030653774656
96,30,0,0.0,0.0,1.0,0.0,1.0,4.065241097665772
76,31,0,0.0,0.0,1.0,0.0,1.0,4.6784276739658415
97,30,0,0.0,0.0,1.0,0.0,1.0,4.787514974023034
96,28,0,0.0,0.0,1.0,0.0,1.0,2.4221510389693632
82,27,0,0.0,0.0,1.0,0.0,1.0,3.2474829154890945
99,29,0,0.0,0.0,1.0,0.0,1.0,2.303240236679829
51,31,0,0.0,1.0,0.0,0.0,1.0,3.8367447686617298
58,41,0,1.0,0.0,0.0,1.0,0.0,4.713230074619808
97,31,0,0.0,1.0,0.0,0.0,1.0,3.2182792957357464
80,37,0,1.0,0.0,0.0,1.0,0.0,3.901437247576669
80,28,0,0.0,0.0,1.0,0.0,1.0,2.346235727232988
43,32,0,0.0,1.0,0.0,0.0,1.0,2.8330321741565068
99,29,0,0.0,0.0,1.0,0.0,1.0,4.7350332052623205
86,29,0,0.0,0.0,1.0,0.0,1.0,4.827137697824684
96,32,0,0.0,1.0,0.0,0.0,1.0,3.151855174749313
96,32,0,0.0,1.0,0.0,0.0,1.0,3.0251493653848534
99,28,0,0.0,0.0,1.0,0.0,1.0,3.4763816169665485
71,30,0,0.0,0.0,1.0,0.0,1.0,3.9334425921695684
74,31,0,0.0,1.0,0.0,0.0,1.0,4.9263929805747555
81,35,0,1.0,0.0,0.0,1.0,0.0,2.8424729980133767
99,29,0,0.0,0.0,1.0,0.0,1.0,4.2712293875782565
58,41,1,1.0,0.0,0.0,1.0,0.0,3.9677200636494065
93,31,0,0.0,1.0,0.0,0.0,1.0,2.6308694429751838
86,30,0,0.0,0.0,1.0,0.0,1.0,3.999690088497676
80,32,0,0.0,1.0,0.0,0.0,1.0,3.5264039574152943
99,30,0,0.0,0.0,1.0,0.0,1.0,3.661236779980373
91,30,0,0.0,0.0,1.0,0.0,1.0,2.337478800007713
73,33,0,0.0,1.0,0.0,0.0,1.0,4.521871496309063
74,29,0,0.0,1.0,0.0,0.0,1.0,5.176792064784754
82,36,0,0.0,0.0,1.0,1.0,0.0,2.2534661148076625
64,40,0,1.0,0.0,0.0,1.0,0.0,2.1845681766781917
72,41,0,1.0,0.0,0.0,1.0,0.0,5.105868042884187
86,28,0,0.0,0.0,1.0,0.0,1.0,4.8152576727397784
80,34,1,0.0,0.0,1.0,1.0,0.0,2.3672494443846808
86,29,0,0.0,0.0,1.0,0.0,1.0,2.3616700500331063
82,27,0,0.0,0.0,1.0,0.0,1.0,2.6513399966364077
77,31,0,0.0,0.0,1.0,0.0,1.0,2.1767522618737174
72,32,0,0.0,1.0,0.0,0.0,1.0,4.16880449914029
95,30,0,0.0,0.0,1.0,0.0,1.0,2.513621387929244
78,32,0,0.0,0.0,1.0,1.0,0.0,3.3061813636173767
84,33,0,0.0,1.0,0.0,0.0,1.0,2.542927470624764
77,37,0,1.0,0.0,0.0,1.0,0.0,2.190716946751792
98,29,0,0.0,0.0,1.0,0.0,1.0,3.249291368554553
94,29,0,0.0,0.0,1.0,0.0,1.0,2.545658278919701
99,29,0,0.0,0.0,1.0,0.0,1.0,4.866633929426178
72,31,0,0.0,0.0,1.0,0.0,1.0,2.2641179777629823
70,34,0,1.0,0.0,0.0,1.0,0.0,4.805804177686826
74,34,0,0.0,0.0,1.0,1.0,0.0,4.622094804735481
85,32,0,0.0,1.0,0.0,0.0,1.0,4.7600618313121466
68,36,0,1.0,0.0,0.0,1.0,0.0,4.693914473789006
87,32,0,0.0,0.0,1.0,0.0,1.0,2.471121726051086
82,32,0,0.0,1.0,0.0,0.0,1.0,3.889368866211591
97,31,0,0.0,1.0,0.0,0.0,1.0,2.83288519728877
99,29,0,0.0,0.0,1.0,0.0,1.0,4.578918636200741
60,37,1,1.0,0.0,0.0,1.0,0.0,2.3812339400468643
63,33,0,0.0,1.0,0.0,0.0,1.0,2.256107592156863
79,35,0,1.0,0.0,0.0,1.0,0.0,4.818781094582066
69,40,0,1.0,0.0,0.0,1.0,0.0,3.982805638299287
57,32,0,0.0,1.0,0.0,0.0,1.0,2.2673841375932637
90,29,0,0.0,0.0,1.0,0.0,1.0,4.831389672449563
72,31,0,0.0,1.0,0.0,0.0,1.0,4.787979071169248
72,32,0,0.0,1.0,0.0,0.0,1.0,4.894377784133638
91,33,0,0.0,0.0,1.0,0.0,1.0,2.5549969881912955
72,31,0,0.0,1.0,0.0,0.0,1.0,4.548547428965341
79,30,0,0.0,0.0,1.0,0.0,1.0,2.2448793075592994
68,36,0,1.0,0.0,0.0,1.0,0.0,5.1199632609015335
93,33,0,0.0,1.0,0.0,0.0,1.0,3.6116662757812734
75,40,0,1.0,0.0,0.0,1.0,0.0,3.929207550998484
97,32,0,0.0,1.0,0.0,0.0,1.0,2.6717277164356936
84,32,0,0.0,0.0,1.0,0.0,1.0,2.2349699106931564
51,32,0,0.0,1.0,0.0,0.0,1.0,3.9697963685652216
76,30,0,0.0,1.0,0.0,0.0,1.0,2.85875793161611
99,30,0,0.0,0.0,1.0,0.0,1.0,3.596894139078449
59,37,0,1.0,0.0,0.0,1.0,0.0,4.352069691217812
70,30,0,0.0,1.0,0.0,0.0,1.0,4.854806038962707
86,29,0,0.0,0.0,1.0,0.0,1.0,2.259364804344457
70,31,0,0.0,1.0,0.0,0.0,1.0,4.4340809449710825
74,33,0,0.0,0.0,1.0,1.0,0.0,4.79234821124545
42,32,0,0.0,1.0,0.0,0.0,1.0,2.851509338707459
94,32,0,0.0,1.0,0.0,0.0,1.0,3.0867273600656624
98,30,0,0.0,0.0,1.0,0.0,1.0,2.4206735258430725
99,30,0,0.0,0.0,1.0,0.0,1.0,4.382625666660541
55,32,0,0.0,0.0,1.0,0.0,1.0,2.4841644167273866
88,28,0,0.0,0.0,1.0,0.0,1.0,5.221090290856923
63,34,0,0.0,1.0,0.0,0.0,1.0,2.3106179186293185
97,29,0,0.0,0.0,1.0,0.0,1.0,2.5134803601448805
99,30,0,0.0,0.0,1.0,0.0,1.0,4.1232985760095975
86,30,0,0.0,0.0,1.0,0.0,1.0,4.138232890018549
66,37,0,1.0,0.0,0.0,1.0,0.0,5.146182268298017
56,32,0,0.0,0.0,1.0,0.0,1.0,2.2635344083790785
82,33,0,0.0,1.0,0.0,0.0,1.0,2.842450407156876
45,36,0,0.0,0.0,1.0,1.0,0.0,2.550965275405812
90,32,0,0.0,1.0,0.0,0.0,1.0,2.9872946176306736
66,32,0,0.0,1.0,0.0,0.0,1.0,2.321634147337935
70,29,0,0.0,0.0,1.0,0.0,1.0,2.8249319678886766
67,37,0,1.0,0.0,0.0,1.0,0.0,3.2591499459203197
91,31,0,0.0,1.0,0.0,0.0,1.0,4.740129615863101
77,31,0,0.0,0.0,1.0,0.0,1.0,2.2629490651959503
29,41,1,1.0,0.0,0.0,1.0,0.0,2.6138737345159684
81,32,0,0.0,0.0,1.0,1.0,0.0,2.8532232240552795
71,31,0,0.0,1.0,0.0,0.0,1.0,4.029079216842642
73,30,0,0.0,1.0,0.0,0.0,1.0,4.305988538087359
99,31,0,0.0,1.0,0.0,0.0,1.0,2.2225044982849904
57,42,1,1.0,0.0,0.0,1.0,0.0,3.9610438388744784
99,31,0,0.0,0.0,1.0,0.0,1.0,2.264255937881984
89,33,0,0.0,0.0,1.0,0.0,1.0,2.6390761452912166
95,31,0,0.0,1.0,0.0,0.0,1.0,3.456762954680022
69,29,0,0.0,1.0,0.0,0.0,1.0,2.407472750218541
55,33,0,0.0,0.0,1.0,0.0,1.0,2.5044573689119587
58,35,0,1.0,0.0,0.0,1.0,0.0,4.863517238223326
72,30,0,0.0,1.0,0.0,0.0,1.0,3.082550124523891
76,30,0,0.0,0.0,1.0,0.0,1.0,5.07434711755909
78,32,0,0.0,1.0,0.0,0.0,1.0,4.644622558975414
99,30,0,0.0,0.0,1.0,0.0,1.0,4.383095244787442
59,37,0,1.0,0.0,0.0,1.0,0.0,4.537327823847604
60,36,0,1.0,0.0,0.0,1.0,0.0,2.3118258959805718
78,31,0,0.0,1.0,0.0,0.0,1.0,2.334899939602729
90,32,0,0.0,1.0,0.0,0.0,1.0,4.294659510351372
82,35,0,1.0,0.0,0.0,1.0,0.0,2.578590577974053
99,28,0,0.0,0.0,1.0,0.0,1.0,4.000032681612678
89,30,0,0.0,0.0,1.0,0.0,1.0,4.823888876594427
97,31,0,0.0,1.0,0.0,0.0,1.0,2.4005835793350143
73,32,0,0.0,1.0,0.0,0.0,1.0,4.695850531482627
43,32,0,0.0,1.0,0.0,0.0,1.0,3.4407471140713084
65,31,0,0.0,0.0,1.0,0.0,1.0,2.55711253154786
48,42,1,1.0,0.0,0.0,1.0,0.0,3.8986327138414665
56,39,0,1.0,0.0,0.0,1.0,0.0,4.790685191471604
99,28,0,0.0,0.0,1.0,0.0,1.0,4.1504887590174535
60,35,0,1.0,0.0,0.0,1.0,0.0,5.160386567003728
98,28,0,0.0,0.0,1.0,0.0,1.0,3.5032198960367134
79,36,0,1.0,0.0,0.0,1.0,0.0,2.2679512514480127
84,30,0,0.0,0.0,1.0,0.0,1.0,2.825332623130989
70,43,1,1.0,0.0,0.0,1.0,0.0,2.5125755220253216
79,38,0,1.0,0.0,0.0,1.0,0.0,3.0086626916870243
95,32,0,0.0,1.0,0.0,0.0,1.0,5.219885070949919
79,40,0,1.0,0.0,0.0,1.0,0.0,3.606082871882293
95,32,0,0.0,1.0,0.0,0.0,1.0,2.3893187056503384
71,32,0,0.0,1.0,0.0,0.0,1.0,4.899033855061278
88,32,0,0.0,1.0,0.0,0.0,1.0,5.197570513366774
94,30,0,0.0,0.0,1.0,0.0,1.0,4.803521487888327
70,35,0,1.0,0.0,0.0,1.0,0.0,4.805331935594955
52,42,1,1.0,0.0,0.0,1.0,0.0,4.425404035775029
77,40,0,1.0,0.0,0.0,1.0,0.0,5.194430685888491
79,31,0,0.0,1.0,0.0,0.0,1.0,2.4458229440709145
50,31,0,0.0,1.0,0.0,0.0,1.0,4.643420983854381
74,31,0,0.0,1.0,0.0,0.0,1.0,2.798195889136988
58,38,0,1.0,0.0,0.0,1.0,0.0,2.8269111949244774
87,32,0,0.0,1.0,0.0,0.0,1.0,4.7860949478080395
72,31,0,0.0,1.0,0.0,0.0,1.0,4.747505218118898
89,36,0,0.0,0.0,1.0,1.0,0.0,2.2559512632548557
75,32,0,0.0,0.0,1.0,0.0,1.0,3.156009900642034
99,29,0,0.0,0.0,1.0,0.0,1.0,4.1101389445488685
70,40,0,1.0,0.0,0.0,1.0,0.0,3.0712532600981963
80,32,0,0.0,1.0,0.0,0.0,1.0,3.2002561926847592
80,29,0,0.0,0.0,1.0,0.0,1.0,4.863045530243267
98,30,0,0.0,0.0,1.0,0.0,1.0,2.2629504757463472
75,38,0,0.0,0.0,1.0,1.0,0.0,2.474230530369603
64,36,0,1.0,0.0,0.0,1.0,0.0,4.8366814628895005
71,31,0,0.0,1.0,0.0,0.0,1.0,4.3502501137410565
48,32,0,0.0,1.0,0.0,0.0,1.0,4.513235638212121
99,29,0,0.0,0.0,1.0,0.0,1.0,2.6592799554098145
99,29,0,0.0,0.0,1.0,0.0,1.0,5.0113781837255935
96,32,0,0.0,1.0,0.0,0.0,1.0,2.8097952690672936
77,35,0,1.0,0.0,0.0,1.0,0.0,2.9659629515238817
71,30,0,0.0,1.0,0.0,0.0,1.0,4.640186151921792
70,29,0,0.0,0.0,1.0,0.0,1.0,2.830781377062097
84,29,0,0.0,0.0,1.0,0.0,1.0,3.750251542616484
71,31,0,0.0,1.0,0.0,0.0,1.0,4.529384574307846
99,29,0,0.0,0.0,1.0,0.0,1.0,2.257556174976417
74,30,0,0.0,1.0,0.0,0.0,1.0,2.9496970662796467
93,32,0,0.0,1.0,0.0,0.0,1.0,3.6295064842806473
79,31,0,0.0,1.0,0.0,0.0,1.0,2.570890236479389
54,43,0,1.0,0.0,0.0,1.0,0.0,3.5517236287761498
64,33,0,0.0,1.0,0.0,0.0,1.0,2.3318987512201317
86,32,0,0.0,1.0,0.0,0.0,1.0,3.2534757729069437
64,34,0,0.0,1.0,0.0,0.0,1.0,2.2545891569482066
57,43,1,1.0,0.0,0.0,1.0,0.0,4.2042130984929065
85,34,0,1.0,0.0,0.0,1.0,0.0,4.494612122384758
71,31,0,0.0,1.0,0.0,0.0,1.0,2.2935781429788404
64,39,0,1.0,0.0,0.0,1.0,0.0,3.2867761784536182
69,38,0,1.0,0.0,0.0,1.0,0.0,4.815869026916322
99,31,0,0.0,0.0,1.0,0.0,1.0,3.400462743109108
75,38,1,1.0,0.0,0.0,1.0,0.0,4.860936071313293
93,31,0,0.0,0.0,1.0,0.0,1.0,2.5610895016851867
48,31,0,0.0,1.0,0.0,0.0,1.0,4.820584140043647
76,31,0,0.0,1.0,0.0,0.0,1.0,5.170744685004563
72,32,0,0.0,0.0,1.0,1.0,0.0,3.6266658990909386
83,27,0,0.0,0.0,1.0,0.0,1.0,3.616956538622585
80,32,0,0.0,1.0,0.0,0.0,1.0,2.2578021512739515
49,31,0,0.0,1.0,0.0,0.0,1.0,5.166100837962062
57,40,1,1.0,0.0,0.0,1.0,0.0,4.767353069816728
78,33,0,0.0,0.0,1.0,0.0,1.0,3.066750830514049
84,31,0,0.0,1.0,0.0,0.0,1.0,2.2887165365023487
71,32,0,0.0,1.0,0.0,0.0,1.0,5.098405443233767
70,31,0,0.0,0.0,1.0,0.0,1.0,2.20497994195578
99,28,0,0.0,0.0,1.0,0.0,1.0,4.434776953391876
85,34,0,1.0,0.0,0.0,1.0,0.0,4.835759664410253
88,32,0,0.0,0.0,1.0,0.0,1.0,3.9221514966695215
73,31,0,0.0,1.0,0.0,0.0,1.0,3.1118652826127096
73,30,0,0.0,1.0,0.0,0.0,1.0,3.4143912348302026
85,32,0,0.0,1.0,0.0,0.0,1.0,2.180746579606431
55,35,0,1.0,0.0,0.0,1.0,0.0,2.7204585692227057
68,32,0,0.0,1.0,0.0,0.0,1.0,2.505604195098211
79,29,0,0.0,0.0,1.0,0.0,1.0,2.5623531922261944
50,31,0,0.0,1.0,0.0,0.0,1.0,4.132162301163393
56,40,1,0.0,0.0,1.0,1.0,0.0,2.4125416327163265
68,36,0,1.0,0.0,0.0,1.0,0.0,4.7027936313327094
82,33,0,0.0,1.0,0.0,0.0,1.0,3.608729663980151
57,40,0,1.0,0.0,0.0,1.0,0.0,2.2317124542379494
70,30,0,0.0,1.0,0.0,0.0,1.0,2.8648037670486812
78,31,0,0.0,0.0,1.0,0.0,1.0,2.248978110585355
99,30,0,0.0,0.0,1.0,0.0,1.0,2.733556491351421
86,28,0,0.0,0.0,1.0,0.0,1.0,4.815103133490519
43,33,0,0.0,1.0,0.0,0.0,1.0,2.8395723363198884
72,30,0,0.0,0.0,1.0,0.0,1.0,3.4070691150123285
57,38,1,1.0,0.0,0.0,1.0,0.0,3.1610021893978986
99,28,0,0.0,0.0,1.0,0.0,1.0,4.897553307207759
31,42,2,1.0,0.0,0.0,1.0,0.0,2.682139535287237
99,30,0,0.0,0.0,1.0,0.0,1.0,3.0386089755111363
83,31,0,0.0,1.0,0.0,0.0,1.0,2.4376559884226903
66,43,0,1.0,0.0,0.0,1.0,0.0,3.0591369312311385
73,31,0,0.0,0.0,1.0,0.0,1.0,2.2400445844982797
78,31,0,0.0,0.0,1.0,0.0,1.0,5.206182524450815
74,41,0,1.0,0.0,0.0,1.0,0.0,5.0310779802533805
85,29,0,0.0,0.0,1.0,0.0,1.0,2.9894503716877536
88,32,0,0.0,1.0,0.0,0.0,1.0,4.792223498550523
63,39,1,1.0,0.0,0.0,1.0,0.0,2.296472058781128
83,40,0,1.0,0.0,0.0,1.0,0.0,5.032086853869144
62,27,0,0.0,0.0,1.0,0.0,1.0,2.771266732623629
74,33,0,0.0,0.0,1.0,1.0,0.0,4.894587195054666
87,31,0,0.0,1.0,0.0,0.0,1.0,4.8653887579919015
60,36,0,1.0,0.0,0.0,1.0,0.0,4.7783346448734045
60,35,0,1.0,0.0,0.0,1.0,0.0,3.0835284897862643
48,31,0,0.0,1.0,0.0,0.0,1.0,4.856079966833317
89,30,0,0.0,0.0,1.0,0.0,1.0,3.1449780040601163
61,42,0,1.0,0.0,0.0,1.0,0.0,4.577318818519047
85,31,0,0.0,1.0,0.0,0.0,1.0,2.4865995155531184
61,36,0,1.0,0.0,0.0,1.0,0.0,4.676259278930283
64,40,0,1.0,0.0,0.0,1.0,0.0,3.1652154443048968
64,32,0,0.0,0.0,1.0,0.0,1.0,2.5539430708561297
74,32,0,0.0,1.0,0.0,0.0,1.0,3.705403373887985
